AccountNo,Client_num,BankID,AccountType,Balance,Open_date,Close_date,Overdraft_limit
331567,15864132,42672546,Checking,51591.87,2023-02-13,,638.41
597718,33056010,84037897,Credit Card,84237.84,2024-02-24,,345.89
903994,65151707,72565719,Credit Card,88048.85,2023-07-12,,209.21
136593,18676951,50736126,Checking,17628.2,2023-09-12,,624.14
42520,80395989,86893602,Checking,12235.45,2020-03-21,,165.95
124777,85852688,12409716,Savings,1669.43,2023-06-04,,777.82
122414,69360258,64452737,Savings,36355.22,2021-08-27,,836.93
903245,17202028,59181519,Checking,72540.34,2022-09-24,,4.19
470322,57389169,39697743,Credit Card,89502.38,2023-12-02,,698.01
283030,14710637,76033207,Loan,67089.7,2023-02-21,2023-03-23,83.32
808245,84295916,87451692,Savings,32729.24,2022-07-06,,588.12
730169,62435172,59181519,Checking,78806.9,2021-07-22,,421.95
78883,35278079,58525202,Credit Card,12190.0,2023-12-11,,48.19
715766,38861165,39697743,Checking,65693.82,2019-11-07,2020-08-20,849.24
523139,49639267,79497184,Credit Card,93216.88,2022-10-09,,4.13
365257,76448754,76461901,Savings,89461.87,2020-09-10,,544.5
808940,43639992,37753542,Loan,55806.14,2021-11-13,,905.14
429523,33087700,84037897,Loan,81191.84,2024-02-07,,265.89
319015,96393731,80287087,Credit Card,26328.61,2023-08-14,,717.86
619931,34207009,40716801,Loan,84057.32,2020-05-17,,38.29
710377,15840790,86893602,Credit Card,51216.76,2023-06-07,2023-07-08,729.47
482133,85006665,81352293,Loan,11795.62,2021-02-15,,893.74
379134,16321531,37753542,Loan,3421.9,2024-01-12,2024-04-19,1.52
389235,99478201,93574729,Checking,44526.54,2020-08-15,,712.85
30241,64539881,29369239,Credit Card,31770.79,2022-05-03,,714.76
707550,43944778,80287087,Credit Card,87008.68,2021-07-21,,770.26
750365,11371443,93574729,Checking,26651.39,2021-08-14,,362.59
254102,11815312,42672546,Loan,75029.01,2019-06-05,,460.18
958449,45565609,21077921,Savings,17082.59,2020-02-11,,393.14
678438,89953691,19918798,Checking,9771.68,2021-01-03,,611.68
606187,71038987,14589305,Loan,25834.38,2020-02-06,,71.63
352156,41852259,50736126,Credit Card,63830.71,2021-12-08,,736.92
382038,23000172,55798973,Loan,60049.19,2022-08-30,,297.31
534195,13401669,21077921,Credit Card,45425.21,2023-06-27,,864.6
229197,56430466,97544214,Loan,41489.06,2021-04-27,,344.82
781282,30075003,20758115,Savings,14498.59,2022-07-14,,872.74
935301,46765166,25223326,Loan,61626.12,2021-09-26,,889.01
940062,42436986,11569464,Credit Card,82173.44,2023-07-24,2024-01-28,181.78
735286,78387599,17178471,Savings,40366.72,2023-03-16,2024-01-09,727.4
480024,19816010,27727923,Checking,27411.15,2021-02-20,2022-10-07,315.42
289426,11550637,92707769,Savings,82772.06,2022-12-20,2023-01-22,1.91
920337,88683110,22632821,Checking,75080.5,2020-12-21,,223.44
268764,39629830,19918798,Credit Card,26517.39,2022-08-08,,569.4
340738,81982171,32264006,Credit Card,41213.86,2024-03-23,2024-04-05,691.57
557808,39961591,40716801,Loan,5564.04,2020-01-08,2024-03-24,942.19
29729,22714941,12322955,Savings,55540.15,2022-07-11,2023-10-10,118.98
73550,14415077,42672546,Loan,78614.22,2020-01-11,,915.55
9582,99142892,64741389,Savings,75755.05,2021-04-11,2021-11-01,425.91
914360,52746005,20265646,Checking,6930.56,2020-09-18,,619.06
287246,84104024,14589305,Loan,87628.86,2019-07-03,2021-06-07,125.9
984880,48069166,41046679,Credit Card,50146.92,2022-07-16,,259.14
813737,10738096,21813819,Checking,52843.49,2019-08-10,,303.27
697570,73908199,69598209,Checking,13662.41,2019-08-10,2022-07-30,334.15
767496,46567753,46264809,Savings,83712.61,2022-09-08,,183.79
210680,71133478,12549576,Checking,27419.93,2021-01-10,,736.15
64726,86695443,41087230,Credit Card,30565.0,2022-05-19,,900.88
296834,15546762,64452737,Loan,75906.41,2021-10-07,,278.67
360822,28401069,40716801,Loan,66875.83,2024-01-23,2024-04-22,95.55
179085,62223808,41087230,Savings,43629.61,2022-02-05,,109.49
814807,54784680,41087230,Savings,74292.89,2023-03-20,,262.04
276248,36401482,32264006,Credit Card,59888.47,2023-02-01,,49.32
366654,23922179,16698795,Savings,94757.88,2023-12-02,,489.11
573014,36191965,92707769,Checking,74265.8,2021-03-30,2024-03-10,472.3
888120,52590685,12322955,Checking,15007.67,2023-08-31,2023-12-18,132.76
29562,21460915,19918798,Loan,69023.87,2024-02-22,,94.66
947010,73352942,39697743,Credit Card,30695.94,2021-03-15,,644.79
993187,34292256,77441705,Checking,45765.03,2019-04-29,,957.36
663722,69719474,64741389,Savings,38334.98,2022-05-21,,424.02
486678,28600014,51710843,Credit Card,4045.86,2024-04-20,,724.29
815404,41320408,20758115,Loan,91394.32,2024-01-10,,223.4
629936,37271269,90079264,Loan,24836.23,2022-07-03,,116.52
861891,95013306,81352293,Checking,10059.34,2019-07-24,,742.18
392561,79606806,25223326,Checking,30092.47,2024-01-02,,930.85
628134,79550280,12180519,Credit Card,64443.8,2021-09-01,,117.25
503750,93867631,90079264,Checking,89261.32,2022-05-24,,902.32
877841,10133938,92114008,Checking,65950.17,2022-09-17,,369.56
579801,85612652,72565719,Checking,95308.08,2024-02-15,,774.59
767711,41112809,59181519,Checking,67623.95,2021-05-06,,631.94
582537,71086407,14589305,Checking,5697.68,2019-07-27,,672.87
590267,60199114,84037897,Credit Card,6919.14,2023-03-10,,510.35
987741,91922100,13871080,Loan,86646.42,2022-05-14,,54.45
300427,54189862,20758115,Savings,70659.64,2024-01-08,,599.82
772692,17656034,86893602,Savings,89145.68,2021-01-26,,120.01
9943,13867290,12409716,Savings,69023.27,2020-05-14,,0.95
696886,87780318,64452737,Savings,99616.97,2024-02-13,,686.24
412310,18558615,12409716,Credit Card,58779.98,2023-03-30,2024-01-27,774.51
496233,52279121,64741389,Credit Card,92032.43,2022-04-12,,931.98
157467,74014755,81972872,Credit Card,88750.88,2023-10-20,2024-04-23,546.44
31551,40039588,69598209,Loan,95736.23,2022-05-30,2023-10-25,236.4
893991,62409987,12549576,Loan,56769.01,2022-09-27,,212.94
406508,52427162,69598209,Savings,6930.79,2021-03-17,,15.08
527259,81639236,40716801,Savings,96328.68,2019-08-09,,335.46
755716,24173640,60581823,Savings,59514.32,2023-11-04,,446.94
597830,43192816,69598209,Savings,54903.16,2023-07-06,,99.79
203604,30502665,74290792,Loan,7588.8,2023-09-26,,145.53
583893,96101087,80257887,Checking,13180.07,2022-06-16,,206.15
851336,37427545,13871080,Loan,22080.59,2021-12-14,,151.36
182953,86937997,81352293,Loan,34173.46,2020-03-03,,904.57
531835,88206951,92114008,Savings,28026.07,2023-04-08,,149.02
781758,27481831,22632821,Credit Card,98557.19,2019-08-13,,309.95
727907,65749399,17178471,Loan,20328.48,2023-03-15,,951.21
516459,27596849,79497184,Checking,11142.17,2020-06-27,2024-02-13,348.87
784523,54574338,51710843,Savings,22669.16,2023-07-25,,145.18
386867,81387922,12907760,Loan,97018.85,2021-12-31,2022-10-22,593.19
539318,19653191,63064216,Savings,11031.61,2019-06-12,2019-12-30,281.34
124281,92519434,86893602,Loan,43449.12,2022-03-06,2023-09-02,125.12
773865,22434404,16698795,Loan,90845.37,2023-10-07,,494.22
647708,56003510,87451692,Checking,86508.57,2023-03-22,,183.81
409729,44049474,13871080,Savings,21851.02,2020-05-14,,94.03
183462,26738332,81972872,Savings,55376.93,2020-07-02,,369.99
711846,85062142,46264809,Loan,35592.1,2022-04-11,,949.5
864640,52287924,72565719,Savings,85985.69,2023-11-15,,607.72
583221,47129182,65785496,Checking,45834.03,2022-10-15,2023-03-20,9.32
8499,35170070,12907760,Savings,72143.39,2020-01-11,,705.75
730442,88180894,22135191,Loan,43462.02,2024-04-19,,122.25
468610,34177614,12907760,Loan,38613.12,2021-04-23,,968.07
688716,49297955,76461901,Loan,45238.39,2019-10-26,,892.91
804856,44703073,25223326,Savings,81897.29,2022-02-02,,885.23
796374,87292162,92114008,Savings,86421.25,2021-08-17,,367.05
935010,45853234,76461901,Loan,90738.79,2021-06-11,,326.42
227293,61947830,87451692,Loan,94187.36,2020-11-05,,774.87
638036,94302863,67777959,Checking,54101.49,2021-05-31,,752.21
478597,76076364,63064216,Credit Card,37669.66,2022-06-20,,428.35
314197,38631780,64452737,Loan,41156.19,2019-08-29,,638.08
105837,16078400,29369239,Credit Card,13028.06,2019-07-22,,287.96
381143,56339721,22459364,Credit Card,8553.26,2020-05-11,,568.49
880952,62870400,64741389,Credit Card,57109.06,2022-12-04,,124.48
149765,83144359,93574729,Credit Card,93782.83,2022-01-11,,440.91
151492,10161011,12409716,Loan,16126.17,2023-09-14,2023-09-29,430.04
300738,95862264,93574729,Checking,4335.48,2023-12-05,,208.26
944237,39157150,63064216,Checking,45265.03,2022-10-16,,60.18
358118,79045874,39697743,Loan,93405.17,2021-07-25,,798.61
327841,78011811,20265646,Loan,27101.04,2023-11-16,,805.99
306006,42743461,12322955,Checking,50634.0,2020-04-22,,538.68
479144,10598008,79497184,Savings,50386.6,2022-05-08,,767.36
246098,61417850,64452737,Loan,48111.14,2020-05-30,,48.9
955560,85315970,12322955,Checking,91305.65,2022-09-19,2024-02-02,458.27
988364,76261520,12180519,Checking,20940.05,2020-10-30,,700.95
868930,70347343,76461901,Loan,77111.23,2019-10-19,,624.21
164097,45557514,13871080,Savings,52788.8,2021-08-27,,233.67
93140,17102100,65785496,Credit Card,49675.97,2021-12-03,,273.16
774951,56011715,80287087,Checking,37298.7,2020-10-25,,671.02
874937,73303552,55798973,Checking,22404.45,2023-09-04,,79.05
868400,12578774,55798973,Loan,17423.57,2022-01-18,,47.56
392873,74951079,65785496,Credit Card,56526.16,2021-10-16,2022-12-02,90.39
297307,97845448,22135191,Loan,903.99,2024-01-28,2024-03-24,759.45
354571,31410739,16698795,Loan,59096.5,2021-04-20,,720.11
298004,30856936,67777959,Loan,18935.58,2022-03-17,,307.52
175791,29054532,81352293,Loan,61766.95,2020-11-06,,319.99
199956,85974877,81352293,Checking,80132.53,2023-12-18,,88.35
954308,67500728,12549576,Checking,23678.45,2019-07-04,,229.94
329414,76856967,97544214,Loan,72970.56,2021-05-08,,450.48
527630,91318671,22632821,Savings,21048.45,2021-02-12,,202.93
124286,62094713,81972872,Checking,83663.32,2024-02-24,,343.54
925443,22455551,63064216,Loan,44245.42,2023-05-26,,625.19
792897,79663777,59181519,Savings,30587.35,2023-03-24,,113.77
926156,51360541,59181519,Credit Card,33207.39,2022-10-19,,958.42
932542,78041819,12180519,Credit Card,62641.99,2023-05-13,,337.73
973718,51122563,39697743,Savings,12779.83,2024-04-13,,147.89
801470,54348177,90079264,Checking,7670.67,2022-11-07,,135.18
227804,10814171,63064216,Loan,85351.95,2020-01-08,,826.05
981795,40603744,32264006,Credit Card,6416.35,2020-05-09,2022-11-19,973.16
76772,49860357,90079264,Credit Card,48437.95,2022-05-31,,422.56
171192,49311642,17178471,Checking,32892.19,2023-11-22,,127.66
2813,14270070,55798973,Savings,76717.81,2021-08-21,,540.15
946180,57631272,22459364,Loan,64623.69,2019-07-12,,230.5
929511,80514001,19918798,Checking,55324.38,2020-03-04,,379.71
941391,51047645,60581823,Checking,76460.13,2021-08-16,,294.07
359426,19524634,81352293,Loan,82482.41,2021-06-26,,813.37
644718,61505979,59181519,Loan,48183.74,2021-11-29,,951.96
618289,16469276,79497184,Checking,61019.66,2024-03-30,,156.6
465664,31201121,92114008,Credit Card,55970.26,2022-08-03,,127.36
18735,90172279,27727923,Savings,1055.23,2019-05-31,,786.85
841025,83647133,39697743,Credit Card,23740.27,2020-11-02,,797.3
641555,95923171,37753542,Checking,36370.46,2019-08-10,2023-04-12,713.68
866099,98119258,25223326,Credit Card,76195.29,2022-12-10,,510.58
699348,50338953,97544214,Savings,43004.65,2022-06-22,,274.17
66935,59457874,16698795,Checking,4569.46,2020-10-11,,974.96
282068,37684202,93574729,Savings,10697.91,2020-12-06,,109.48
369612,89662796,20758115,Credit Card,67953.53,2023-03-05,,245.75
146016,72671236,80257887,Checking,40007.89,2022-07-24,,896.1
394703,80568447,12322955,Credit Card,10816.77,2019-05-22,2021-04-06,508.29
144398,97715348,12180519,Checking,67724.65,2022-09-22,,73.15
874263,87355905,56863141,Loan,69573.45,2019-07-06,,642.91
32174,32469057,42672546,Credit Card,45496.47,2023-01-14,,712.8
970743,92554290,22459364,Loan,98743.31,2023-08-14,,396.31
917086,81940880,17178471,Loan,99323.76,2020-06-09,,523.16
313541,69854252,84037897,Checking,12865.08,2022-10-01,,73.66
264642,96043259,42672546,Savings,10269.68,2021-12-01,,466.54
156008,75511618,81972872,Checking,89896.64,2023-05-18,,575.03
92656,55227958,64452737,Loan,96827.12,2023-12-04,,781.46
255259,90508305,29369239,Loan,13261.82,2022-04-06,2023-06-07,448.49
354010,57246908,12180519,Loan,68239.65,2021-12-21,,530.1
346584,10421976,50736126,Loan,66404.14,2020-03-06,2021-07-15,563.52
416345,14721013,56863141,Savings,25060.2,2024-02-21,,162.79
176477,13171297,67777959,Savings,80227.65,2021-12-01,,414.64
286399,98533992,74290792,Savings,49344.7,2023-12-27,,978.99
961165,13091007,11569464,Savings,36109.74,2021-12-10,2022-03-05,233.44
672310,97956738,22459364,Loan,16270.39,2023-02-15,,611.18
7659,90729680,80287087,Credit Card,78166.97,2020-12-08,2024-01-30,642.23
669312,38900759,64741389,Credit Card,22823.35,2020-10-13,,628.57
669441,27244409,42672546,Savings,27421.28,2021-04-16,,147.85
880377,61741841,92114008,Credit Card,74391.43,2019-06-18,,567.28
885096,47882816,60581823,Savings,1386.52,2024-04-14,,158.46
357760,38333271,81352293,Loan,68834.92,2021-01-29,2023-11-20,638.52
671102,35630323,63064216,Savings,54169.7,2020-01-02,,639.69
187473,47230841,76461901,Credit Card,67116.52,2020-04-18,,784.4
235402,26516268,22632821,Savings,71814.97,2020-12-03,,673.9
977124,39112340,67777959,Checking,36299.33,2019-06-05,2019-06-21,944.15
381925,21828069,41046679,Savings,28004.31,2020-02-18,,325.81
845019,94282636,17178471,Savings,50042.91,2023-09-09,,111.44
47976,15958472,12907760,Checking,6862.1,2020-09-29,,17.02
775975,12198850,67777959,Credit Card,66619.66,2019-08-03,,711.76
864739,89109808,84037897,Credit Card,86779.27,2019-08-01,2019-09-27,361.33
506095,18645530,20758115,Loan,95415.39,2021-09-13,,154.84
147821,91417907,22135191,Loan,93788.14,2023-02-28,,872.56
746301,17794919,79497184,Credit Card,85553.01,2021-12-27,,74.62
780677,42712572,69598209,Checking,21690.28,2024-03-27,,342.68
675253,89271625,81972872,Checking,82657.91,2021-01-28,,472.44
149229,89021602,17178471,Loan,34211.35,2019-04-28,,154.13
163546,41329958,64452737,Loan,4324.97,2023-11-26,,553.69
163239,36999832,22632821,Credit Card,85361.66,2023-06-21,2024-03-19,624.6
393116,88883497,13871080,Loan,4216.03,2023-02-17,,33.98
63433,95591018,12907760,Checking,32239.42,2022-04-20,,888.82
784794,56694665,64741389,Checking,9230.68,2021-03-12,2022-06-29,848.05
852344,11577631,42672546,Credit Card,51656.77,2022-08-09,,858.56
340473,43855868,97544214,Checking,77628.21,2023-12-19,,94.47
544800,67672517,41046679,Credit Card,50980.91,2020-09-18,2021-11-12,750.7
320318,20787653,80287087,Savings,30958.6,2024-02-13,2024-03-15,545.99
130634,79878106,56863141,Checking,88527.94,2020-06-23,,225.66
818445,96479087,81972872,Checking,92373.53,2019-09-27,,719.41
904801,62196740,55798973,Savings,23122.21,2021-07-21,,528.56
183536,27586505,77441705,Savings,47211.09,2020-12-15,,318.73
779738,62155111,74290792,Loan,15448.79,2024-02-21,,779.32
776279,18072220,22459364,Loan,42200.26,2024-03-25,,665.08
374305,88436335,46264809,Savings,63174.74,2024-01-19,,40.34
424213,47259079,20265646,Checking,64686.61,2019-08-23,,138.27
280311,10017045,13871080,Loan,4513.14,2020-08-31,,359.26
645970,25026091,17178471,Credit Card,75886.4,2023-06-13,,348.23
110279,51444587,64452737,Checking,11592.04,2020-08-09,,650.31
156290,60382498,22459364,Savings,2999.16,2021-10-23,,303.88
116115,45313152,92114008,Savings,76309.55,2024-01-09,,811.48
353343,29410537,58525202,Checking,7440.03,2019-07-26,,631.63
54630,49550023,39697743,Savings,87132.91,2023-12-24,,967.92
565511,74049551,22135191,Loan,70924.94,2021-11-25,,971.43
953087,65217859,72565719,Credit Card,36161.23,2022-10-13,,205.82
929622,90735293,22135191,Loan,62429.73,2023-04-17,2024-04-19,910.88
278071,14595385,55798973,Checking,42221.07,2019-05-11,,332.9
2913,98692378,81352293,Savings,68434.96,2022-05-28,,630.1
941376,83590809,76461901,Loan,13738.17,2019-10-09,,866.64
43705,60361787,50736126,Savings,6699.01,2019-08-04,,278.95
731559,84965586,87451692,Credit Card,12774.25,2023-02-05,2024-04-03,735.67
207347,61000399,12180519,Credit Card,85529.68,2022-03-09,2022-11-17,614.63
946354,50434059,80257887,Savings,28671.72,2020-03-07,,164.42
664201,22256531,65785496,Savings,14103.97,2022-09-25,,42.53
290982,89105599,56863141,Savings,45376.3,2021-04-26,,467.73
205571,61258215,46264809,Checking,5843.75,2019-10-26,2023-06-08,86.01
552438,88300349,58525202,Savings,49412.1,2022-09-09,,285.98
459972,76328836,67777959,Loan,76471.95,2020-05-23,,240.98
807076,27901950,69598209,Loan,52880.7,2022-04-06,,286.92
884409,52934421,12322955,Loan,39038.54,2021-04-23,,161.17
466913,91285658,69598209,Loan,13819.03,2021-05-05,,450.47
25002,46324906,87451692,Checking,51251.57,2023-11-11,,654.56
849020,84623826,29369239,Checking,91621.76,2020-10-15,,974.01
478981,92085117,59181519,Loan,34452.21,2020-01-08,,586.74
413092,29892480,16698795,Checking,95320.49,2022-05-16,2023-06-09,42.58
254703,52118018,65785496,Savings,31631.51,2021-09-26,,985.56
695917,26270021,46264809,Savings,60022.76,2024-03-15,,272.54
345139,59946622,42672546,Checking,54512.54,2021-01-25,,3.57
544326,69755185,22459364,Credit Card,38957.34,2019-11-10,2022-01-01,239.17
424655,54039448,76461901,Savings,64914.52,2024-02-14,,812.27
534238,12578806,58525202,Credit Card,53798.07,2022-11-25,,777.02
326038,81143314,17178471,Credit Card,49111.79,2020-03-23,,39.06
948265,21357278,86893602,Savings,94144.4,2020-09-19,,855.09
508762,18784408,90079264,Savings,82471.81,2022-02-10,,658.96
967566,69555617,40716801,Checking,96173.04,2021-09-21,2022-05-17,130.94
308939,28291229,41087230,Credit Card,46027.42,2020-09-13,,844.2
940481,38508703,76461901,Checking,27861.48,2023-05-30,,335.65
455309,56596313,81972872,Loan,96871.16,2020-10-24,,911.62
536303,69310309,19918798,Credit Card,23121.56,2021-10-13,,324.1
674255,88369903,21813819,Savings,45527.51,2022-01-18,,583.81
236503,71329110,56863141,Loan,16152.59,2020-02-15,,52.14
978383,73332190,14589305,Savings,93136.92,2021-07-25,,434.66
693647,92871414,22135191,Credit Card,1757.98,2020-07-20,,983.94
355647,15179939,21077921,Checking,74235.04,2020-03-16,2022-05-26,800.8
646715,75551868,19918798,Loan,29103.82,2019-06-12,2023-07-07,580.11
114537,17322162,97544214,Checking,32163.74,2021-09-23,,562.72
119618,63043711,77441705,Credit Card,71672.2,2022-12-31,2024-03-31,69.16
182509,11599935,41046679,Loan,99171.88,2022-05-28,,352.12
526224,88338131,69598209,Credit Card,65739.25,2020-10-06,,91.03
990216,28397136,29369239,Checking,55455.46,2020-01-07,,966.7
